field_1,user_id,name,screen_nam,tweet_id,text,coordinate,timestamp_,date_time,long,lat,BoroCD,Shape_Leng,Shape_Area
1,386344150,JayD,jusdoingit06,924010400940789760,"I'm at @Equinox West 92nd Street in New York, NY https://t.co/Zv697nPofV","40.79196,-73.974096",1509136221524,2017-10-27 16:30:21-04:00,40.79196,-73.97410,107,39863.65387,53153440.31120
2,71720955,TMJ-NYC CstSrv Jobs,tmj_nyc_cstsrv,924011223854624768,"Can you recommend anyone for this #job? shift supervisor - Store# 07441, PARK SLOPE - https://t.co/zyZvgm8iWG #CustomerService #NewYork, NY","40.6781784,-73.9441579",1509136417722,2017-10-27 16:33:37-04:00,40.67818,-73.94416,303,36213.69623,79461360.00750
3,23233618,NYC Accounting Jobs,tmj_nyc_acct,924011224139886592,Can you recommend anyone for this #job in NY? https://t.co/VY9mMO8Gkj #Accounting #Hiring #CareerArc,"40.6274394,-74.0946311",1509136417790,2017-10-27 16:33:37-04:00,40.62744,-74.09463,501,157947.49275,376911350.04200
4,23568054,cosimo,MalkzBGreat,924011237310124037,Enjoying my day off...eating n drinkin good...shout out to #Peaches @ Peaches Restaurant https://t.co/3SKrd508Iu,"40.68183,-73.93468",1509136420930,2017-10-27 16:33:40-04:00,40.68183,-73.93468,303,36213.69623,79461360.00750
5,2225298475,JuJu,judyth_f,924011242037145600,Rihanna Inspired Halloween Lookbook   https://t.co/kd0Un1N9C7,"40.7207559,-74.0007613",1509136422057,2017-10-27 16:33:42-04:00,40.72076,-74.00076,102,34910.33502,37723314.25230
6,192643871,Harlems Radio Rema,nycradiorema,924011279391522816,I want to give a special shout out to the OFFICIAL PLUG.. u know it's official if this guy shows… https://t.co/4IhYMrictf,"40.79935587,-73.93232723",1509136430963,2017-10-27 16:33:50-04:00,40.79936,-73.93233,111,59502.91147,66145984.61130
7,36339662,JAMAL-ALIM,ALIMWORLD,924011280050028544,"#Alimworld @ New York, New York https://t.co/nU4xpH54mD","40.7142,-74.0064",1509136431120,2017-10-27 16:33:51-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
10,198201067,frankie cocktail,frankiecocktail,924011337981874176,Just posted a photo @ Christopher Street–Sheridan Square https://t.co/7a84q6AaVa,"40.733333,-74.002778",1509136444932,2017-10-27 16:34:04-04:00,40.73333,-74.00278,102,34910.33502,37723314.25230
11,47488812,Brent Clayton,bigdaddyb420,924011338510295040,"Light for a dipa, has a tacky lupulin powder bitterness ... (Double Dry Hopped Louder Than A Bomb) https://t.co/tuxK4N46Zi","40.7614,-73.9637",1509136445058,2017-10-27 16:34:05-04:00,40.76140,-73.96370,108,53561.20587,55168905.39990
13,277129589,Des McKeown,P3Des,924011399910756352,On the ice at The Rockefeller Centre with Taylor.. #usa #newyorkcity #manhattan… https://t.co/1Er4SnWwU5,"40.75873044,-73.97910186",1509136459697,2017-10-27 16:34:19-04:00,40.75873,-73.97910,105,35291.45846,43790805.32250
14,415813580,Women Management NY,womenmgmt,924011411029753856,"#STARPOWER 🌟
17 year old Actress 🎭 Activist 👊🏼 and Scholar 📚 covering @seventeen’s Nov/Dec ‘17… https://t.co/TT3gXyhx4i","40.7211647,-73.9979019",1509136462348,2017-10-27 16:34:22-04:00,40.72116,-73.99790,102,34910.33502,37723314.25230
15,545364493,Dr Neva,Dr_Neva,924011431938461696,#womenempowerment #entrepreneur #women #leadership #leader #jpmorgan @ New York City - Manhattan… https://t.co/Zsl7H4AT2n,"40.75301143,-73.97686958",1509136467333,2017-10-27 16:34:27-04:00,40.75301,-73.97687,105,35291.45846,43790805.32250
18,16352749,uiratan,uiratan,924011465325113344,acordei cedo .. manha fria .. otima pra uma caminhada .. foto 1 e 2 .. invejosos dirao q a foto… https://t.co/lzLTh9UtaL,"40.72525507,-73.99225658",1509136475293,2017-10-27 16:34:35-04:00,40.72526,-73.99226,102,34910.33502,37723314.25230
19,498042814,Newark Banking,tmj_nwk_banking,924011471180152832,"This #job might be a great fit for you: Universal Operations Specialist, Amboy Road, Staten Island, NY - https://t.co/xNqdVud8AE #Banking","40.5795317,-74.1502007",1509136476689,2017-10-27 16:34:36-04:00,40.57953,-74.15020,502,142671.72395,593202529.14600
22,541785005,Kiyo Cato,KiyoCato,924011475462586369,Back at it @ Mission Sound https://t.co/RhnxCqdVIW,"40.71167,-73.9506",1509136477710,2017-10-27 16:34:37-04:00,40.71167,-73.95060,301,69142.27325,131756437.44400
23,2740430854,m,decksteck,924011498510446593,and this is what we call the Muppet Showww || 📷: taylorbuenaga @ Museum of the Moving Image https://t.co/4BcYYIgPuy,"40.75638,-73.92385",1509136483205,2017-10-27 16:34:43-04:00,40.75638,-73.92385,401,90037.84523,171549338.61900
25,117336369,ILL CAMINO,ILLCAMINORADIO,924011501316399105,"#Repost onthisdateinhiphop
・・・
#OnThisDateInHipHop, #Nas and #JAYZ buried the hatchet at the… https://t.co/aR3MSLKADs","40.639722,-73.778889",1509136483874,2017-10-27 16:34:43-04:00,40.63972,-73.77889,483,107281.57670,191669437.75900
27,282339743,Tanner Thomas,TannerThomasX,924011511009472512,"Okay LAST POST, THANK YOU SOOOO MUCH theheatherlynnshow and @dkms_us and our whole #FIERCE… https://t.co/moGx4NYnDX","40.7142,-74.0064",1509136486185,2017-10-27 16:34:46-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
28,20832085,NYC Healthcare Jobs,tmj_nyc_health,924011514696101888,"Join the Healthfirst team! See our latest #job opening here: https://t.co/Hd1F3tPs15 #Healthcare #NewYork, NY #Hiring #CareerArc","40.7127837,-74.0059413",1509136487064,2017-10-27 16:34:47-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
29,3128825472,Ricardo L Cruz,RkrdoLCN,924011515107213312,"Life is not easy. Wich color? 😂🤣😂🤣 @ New York, New York https://t.co/a3bNnuWBkD","40.7142,-74.0064",1509136487162,2017-10-27 16:34:47-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
30,2909978167,DiMPlE 西村 誠 ディンプル,MakotoNishimur1,924011519859335168,"🌟4日目のニューヨーク🌟🗽 
🌟#感性を磨く修行たび 2017.10.27
#joe #カフェ #cafe 
#ニューヨーク… Joehttps://www.instagram.com/p/Baw9YyMjwTK/","40.7332899,-74.00057",1509136488295,2017-10-27 16:34:48-04:00,40.73329,-74.00057,102,34910.33502,37723314.25230
31,24220809,NYC Management Jobs,tmj_nyc_mgmt,924011521767743488,"Want to work in #NewYork, NY? View our latest opening: https://t.co/vRhWXUB7Qs #BusinessMgmt #Job #Jobs #Hiring #CareerArc","40.7127837,-74.0059413",1509136488750,2017-10-27 16:34:48-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
32,971831,TYLER MCKENZIE,tylermckenzie,924011534346461184,working on something new. 🎼 come see the show - link in bio | 🎹 by thisisjaspergrant | 🎵 by… https://t.co/PIBPw5mLK6,"40.7536087,-73.9919128",1509136491749,2017-10-27 16:34:51-04:00,40.75361,-73.99191,105,35291.45846,43790805.32250
33,36339662,JAMAL-ALIM,ALIMWORLD,924011568798601216,"#happyhalloweenweekend #boo2 #Alimworld #ghost @ New York, New York https://t.co/HH2WjMu9lg","40.7142,-74.0064",1509136499963,2017-10-27 16:34:59-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
34,23320224,TMJ-NYC Engin. Jobs,tmj_nyc_eng,924011602826870785,"Want to work at CITI? We're #hiring in #NewYork, NY! Click for details: https://t.co/YtfIAobbTl #CitiCareers #Engineering #Job #Jobs","40.7127837,-74.0059413",1509136508076,2017-10-27 16:35:08-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
35,21770296,NYC Government Jobs,tmj_nyc_govern,924011610724753408,"Join the Actus Consulting Group team! See our latest #job opening here: https://t.co/unbqisttf1 #Government #NewYork, NY #Hiring","40.7555465,-73.9808543",1509136509959,2017-10-27 16:35:09-04:00,40.75555,-73.98085,105,35291.45846,43790805.32250
36,87180465,Maria Filippone,MariaCFilippone,924011632992305152,#NYU visiting my baby girl @ Washington Square Park https://t.co/j9hlfuy3I8,"40.73083333,-73.9975",1509136515268,2017-10-27 16:35:15-04:00,40.73083,-73.99750,102,34910.33502,37723314.25230
38,791292943,RH Legal Jobs,RHLegalJobs,924011677049176064,"See our latest #NewYork, NY #job and click to apply: Receptionist - https://t.co/IRhuJZyjLo #RHLegalJobs #Clerical #Hiring","40.7519846,-73.9697795",1509136525772,2017-10-27 16:35:25-04:00,40.75198,-73.96978,106,42672.56264,38728544.81190
39,3939418829,Skull & Bones,skullnbonesny,924011678332801030,"Cones see Skull &amp; Bones Fall Line tonight. @AdonisLounge Adonis Lounge Dancers modeling… https://t.co/gqCft3MRxO","40.76312117,-73.99352074",1509136526078,2017-10-27 16:35:26-04:00,40.76312,-73.99352,104,67935.34164,49291527.00720
40,29517640,Natalia Czoch,NataliaCzoch,924011687342047237,"I'm at Spark Foundry - @mvsparkusa in New York, NY https://t.co/CmLeogVBHn","40.76310341,-73.98324685",1509136528226,2017-10-27 16:35:28-04:00,40.76310,-73.98325,105,35291.45846,43790805.32250
41,25641356,StephanieNYLA,StephanieEng,924011691528065024,#love #foodporn #gastronomy #yum #yummy #food #instagood #foodie #cookingwithkids #traderjoes… https://t.co/klgFe9UHGw,"40.7142,-74.0064",1509136529224,2017-10-27 16:35:29-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
46,126371773,CompassUSAJobBoard,CompassJobBoard,924011730404909056,"Want to work at Premier Hospitality? We're #hiring in #NewYork, NY! Click for details: https://t.co/8Fm1IKNtIb #culinary #Job #Jobs","40.7127837,-74.0059413",1509136538493,2017-10-27 16:35:38-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
47,16014448,Shannon Benton,sayhi2shannon,924011730581127168,#chihuly #exhibit #nyc #bronx #nybotanicalgarden #redglass #reflection @ New York Botanical Garden https://t.co/uLFInKanoA,"40.862479,-73.878722",1509136538535,2017-10-27 16:35:38-04:00,40.86248,-73.87872,227,28391.59423,31432602.03390
48,29517640,Natalia Czoch,NataliaCzoch,924011767562424321,"I'm at Icon Garage in New York, NY https://t.co/nqPTlnWKms","40.76286228,-73.98268183",1509136547352,2017-10-27 16:35:47-04:00,40.76286,-73.98268,105,35291.45846,43790805.32250
49,25641356,StephanieNYLA,StephanieEng,924011772897562625,#love #foodporn #gastronomy #yum #yummy #food #instagood #foodie #cookingwithkids #traderjoes… https://t.co/t2jhfUBbE2,"40.7142,-74.0064",1509136548624,2017-10-27 16:35:48-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
51,279447055,Russian Soul Vintage,RusSoulVintage,924011778115112960,Andrew Wyeth. https://t.co/luT39ykyHl — Thaanks for visiting! ❤️ #etsy #art #postcard… https://t.co/NpnZKL89Kx,"40.70250534,-73.9888539",1509136549868,2017-10-27 16:35:49-04:00,40.70251,-73.98885,302,74183.58127,79329265.79850
53,379728220,Artur Bossy Lluch,ArturBossyLluch,924011787250520064,@ArturBossyLluch architecture department always in the front line.  #businessandculturetoshare… https://t.co/ZMZ73qWmF4,"40.82698178,-73.92100957",1509136552046,2017-10-27 16:35:52-04:00,40.82698,-73.92101,204,31292.44098,55533384.37070
54,127058398,Ample Hills Creamery,amplehills,924011823237599234,Thrilled to announce the Grand Opening of our Jersey City shop!  Join us one week from today at… https://t.co/gJev7gZrwJ,"40.62815476,-74.07325745",1509136560626,2017-10-27 16:36:00-04:00,40.62815,-74.07326,501,157947.49275,376911350.04200
57,67885608,DONT PANIC ENT.,cheddabang,924011891093012480,Nahhh Nicki Smoked That ..... Both of them had the best Verses on that #MotorSport #Jawn #NYC… https://t.co/avAOENLBEG,"40.7142,-74.0064",1509136576804,2017-10-27 16:36:16-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
59,124608568,Josh Beckerman,foodiemagician,924011928023912448,One of the #Best Sandwiches I've ever had. The Lam'Bretta from xemaysandwich ! Coconut Curry… https://t.co/hNdZ4pN5xu,"40.7272547,-73.98478478",1509136585609,2017-10-27 16:36:25-04:00,40.72725,-73.98478,103,30468.33805,46878486.88810
62,138668717,Graham Hoefer,greydnls,924011967081304064,"This girl blows me away. 

Also, she steals my favorite damn sweater. @ Bedford–Stuyvesant,… https://t.co/kyeQffygjY","40.68333333,-73.94111111",1509136594921,2017-10-27 16:36:34-04:00,40.68333,-73.94111,303,36213.69623,79461360.00750
63,3948864077,5050BKLYNLEEK,5050BKLYNLEEK,924011981262262272,"HAPPY BDAY TO MY NIGGA casanova_2x 
“Sincerely I’m proud of you bro; continue to grow mentally,… https://t.co/ul85bFmHHl","40.639722,-73.778889",1509136598302,2017-10-27 16:36:38-04:00,40.63972,-73.77889,483,107281.57670,191669437.75900
64,4858130548,Anthony Buddha white,antbuddhawhite,924011981480300546,Fuck opioid stay hell away if listening to Notorious B.I.G. 10 crack Commandments and plus we… https://t.co/KW6LHgEOJf,"40.7142,-74.0064",1509136598354,2017-10-27 16:36:38-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
65,2828668212,Inside Mastercard,InsideMastercrd,924011981526376448,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/DXgO0TjxrX #fintech #payments #IT #Hiring","40.7127837,-74.0059413",1509136598365,2017-10-27 16:36:38-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
66,912718398,Suzanne Spiegoski,SSpiegoski,924011981241233408,"{Green Oasis in a Concrete Jungle} 🌿🌸
3/3 ft. w/ @sakuNewYork Complete shoot at… https://t.co/NQbsJvAANQ","40.7142,-74.0064",1509136598297,2017-10-27 16:36:38-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
67,28447705,NYC Retail Jobs,tmj_nyc_retail,924011985192103936,"Join the 24 Seven team! See our latest #job opening here: https://t.co/znzZmxhCYD #Retail #NewYork, NY #Hiring #CareerArc","40.7127837,-74.0059413",1509136599239,2017-10-27 16:36:39-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
69,3128825472,Ricardo L Cruz,RkrdoLCN,924012004637118464,"La última y nos vamos... We got enough. ! @ Maspeth, Queens https://t.co/5R2vV5A9qN","40.72305556,-73.9125",1509136603875,2017-10-27 16:36:43-04:00,40.72306,-73.91250,405,70005.25235,210395744.70900
70,47488812,Brent Clayton,bigdaddyb420,924012041962127360,"Not my thing but a really nice beer, light, nice wheat sna... (Gal Friday (Guava &amp; Passion Fruit)) https://t.co/9T8rUhC61C","40.7614,-73.9637",1509136612774,2017-10-27 16:36:52-04:00,40.76140,-73.96370,108,53561.20587,55168905.39990
71,566638752,Nassau Banking,tmj_NAS_banking,924012071490002944,"We're #hiring! Click to apply: Mortgage Consultant (SAFE) - https://t.co/3RNJqR311v #Banking #NewYork, NY #Job #Jobs #CareerArc","40.7156628,-73.7419017",1509136619814,2017-10-27 16:36:59-04:00,40.71566,-73.74190,413,139786.98305,350465625.58400
72,20832061,NYC Sales Jobs,tmj_nyc_sales,924012073276751873,"This #job might be a great fit for you: Director of Innovation &amp; Research - https://t.co/Bz3jLk9aN1 #Sales #NewYork, NY #Hiring #CareerArc","40.7127837,-74.0059413",1509136620240,2017-10-27 16:37:00-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
73,25641356,StephanieNYLA,StephanieEng,924012079824154625,#love #foodporn #gastronomy #yum #yummy #food #instagood #foodie #cookingwithkids #traderjoes… https://t.co/mONYjcKucy,"40.7142,-74.0064",1509136621801,2017-10-27 16:37:01-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
74,2909978167,DiMPlE 西村 誠 ディンプル,MakotoNishimur1,924012145813139457,"🌟4日目のニューヨーク🌟🗽 
🌟#感性を磨く修行たび 2017.10.27
#joe #カフェ #cafe 
#ニューヨーク… Joehttps://www.instagram.com/p/Baw97rzjWFK/","40.7332899,-74.00057",1509136637534,2017-10-27 16:37:17-04:00,40.73329,-74.00057,102,34910.33502,37723314.25230
75,22149395,TMJ-NYC Nursing Jobs,tmj_nyc_nursing,924012158286905344,"See our latest #NewYork, NY #job and click to apply: Clinical Evaluation Manager, UM MLTC, Field Based, Bronx - https://t.co/embSnVE0hb","40.8447819,-73.8648268",1509136640508,2017-10-27 16:37:20-04:00,40.84478,-73.86483,211,45740.88408,100312970.03900
76,890423675941507074,#StrongLady,_StrongLady,924012171700396032,"#happyfriday ya’ll! 😚🙌🏽 @ New York, New York https://t.co/Ca18hlv2JJ","40.7142,-74.0064",1509136643706,2017-10-27 16:37:23-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
77,348661230,National Academy,NatlAcademy,924012176708288514,"Artist Sue Coe, NA Takes Up Käthe Kollwitz’s Social Justice Crusade ⚔️▪️🇺🇸
Find out what drew… https://t.co/TXbXYyFQzG","40.76348,-73.97555",1509136644900,2017-10-27 16:37:24-04:00,40.76348,-73.97555,105,35291.45846,43790805.32250
78,2176603875,spooky t,tiannaaad,924012183968796672,happy birthday to my big!! i love u more than i love harry’s… https://t.co/ZH9aaxACsc,"40.7785671,-73.9090762",1509136646631,2017-10-27 16:37:26-04:00,40.77857,-73.90908,401,90037.84523,171549338.61900
79,26510688,Antonio del Rosario,coachantonionyc,924012213999947776,Congrats 🎉 MARIO PEART for #contractsigned #sales in #brooklyn $1.475M #theADRteam… https://t.co/70RItiS5Yk,"40.65,-73.95",1509136653791,2017-10-27 16:37:33-04:00,40.65000,-73.95000,317,43326.85057,93810206.36800
82,972261578,Healthfirst Jobs,HF_Jobs,924012282081828864,"Want to work at Healthfirst? We're #hiring in #NewYork, NY! Click for details: https://t.co/ceht1WOLuA #Hf #CustomerService #Job #Jobs","40.7127837,-74.0059413",1509136670023,2017-10-27 16:37:50-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
83,502340350,Newark Healthcare,nwkhealth,924012325564063744,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/D5pLHZ8Cm7 #Healthcare #Hiring #CareerArc","40.5795317,-74.1502007",1509136680390,2017-10-27 16:38:00-04:00,40.57953,-74.15020,502,142671.72395,593202529.14600
84,278164340,Christine Simko,christinesimko,924012345625665536,Everything. @ Dudleys https://t.co/ITm1PSEAnD,"40.71809904,-73.99027234",1509136685173,2017-10-27 16:38:05-04:00,40.71810,-73.99027,103,30468.33805,46878486.88810
85,35434082,BLAZEMUSIC.NET,BlazeMusicNet,924012350683996160,🚨La Para De Tu Programa Online🚨 *HOY a las 7:00pm entra a la aplicacion de #SamsonRadio y esta… https://t.co/XoAZaHGzaq,"40.7142,-74.0064",1509136686379,2017-10-27 16:38:06-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
86,506137661,Newark Hosp/Rest/Tou,nwkhrta,924012358397083648,Want to work at Panera Bread? We're #hiring in NY! Click for details: https://t.co/6VbczgXtJK #parttime #Hospitality #Veterans #Job #Jobs,"40.5274705,-74.2340708",1509136688218,2017-10-27 16:38:08-04:00,40.52747,-74.23407,503,189014.66684,599095086.34500
87,361485208,VerlaineNYC,VerlaineNYC,924012366454579205,"#Verlaine’s #ChefJavier getting #OnlyTheBest for our new Seared Tuna Roll, debuting tonight. As… https://t.co/HslNM0qjb1","40.71921177,-73.98785553",1509136690139,2017-10-27 16:38:10-04:00,40.71921,-73.98786,103,30468.33805,46878486.88810
88,20832036,NYC IT Jobs,tmj_nyc_it,924012370082459649,"Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/wo2LcMquii #NettempsJobs #IT #Hiring #CareerArc","40.7536854,-73.9991637",1509136691004,2017-10-27 16:38:11-04:00,40.75369,-73.99916,104,67935.34164,49291527.00720
90,3379886457,Michelle Moreira,Michell10348958,924012384548569088,"Agora sim tá completo 😍
#JusticeLeague 
#TimeSquare
#NY em Times… https://t.co/GbIpVvC4oL","40.75863537,-73.98510933",1509136694453,2017-10-27 16:38:14-04:00,40.75864,-73.98511,105,35291.45846,43790805.32250
91,339022136,Young Raze,YoungRaze,924012391276298241,Self motivated (📸: @PeterMcCanon ) #lowereastsideraisedme #lowereastside #nyc #ny #newyork… https://t.co/uJAxVsHd4i,"40.717222,-73.989722",1509136696057,2017-10-27 16:38:16-04:00,40.71722,-73.98972,103,30468.33805,46878486.88810
92,131938080,Jon Emmet,jonemmet,924012452123049984,"Seven days; seven black and white photos of my life. No people, no explanations. Challenge… https://t.co/ZgT0aj32uE","40.74880129,-73.96830797",1509136710564,2017-10-27 16:38:30-04:00,40.74880,-73.96831,106,42672.56264,38728544.81190
93,30030379,Jerée |||,WildSpice87,924012457865117696,Another legit combo from my fave @10sprayberry 🖤 every day this school is pushing me to my… https://t.co/FdrxPZpsEw,"40.82069462,-73.94637823",1509136711933,2017-10-27 16:38:31-04:00,40.82069,-73.94638,109,34958.20173,41889762.67080
94,279447055,Russian Soul Vintage,RusSoulVintage,924012468342534145,https://t.co/luT39y2XPN — Thanks for visiting! ❤️ #etsy #postcard #sport #jumping #pool… https://t.co/6KU76sSf9f,"40.70250534,-73.9888539",1509136714431,2017-10-27 16:38:34-04:00,40.70251,-73.98885,302,74183.58127,79329265.79850
95,500056972,Newark Sales,tmj_nwk_sales,924012487518830592,"Can you recommend anyone for this #job in #NewYork, NY? https://t.co/rpSztVnupm #Sales #Hiring #CareerArc","40.5795317,-74.1502007",1509136719003,2017-10-27 16:38:39-04:00,40.57953,-74.15020,502,142671.72395,593202529.14600
96,128597440,"Hey, Nina!",NonniYork,924012490878578688,"Мы очень долго пытались сделать фотку, где я, словно Тайра Бэнкс, вышагиваю по переходу, будто… https://t.co/ppShHvHZxv","40.7142,-74.0064",1509136719804,2017-10-27 16:38:39-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
98,893841503826694144,Sculpting Muscle,SculptingMuscle,924012500777099264,"Follow her daisy.jae 
""It's that heart of gold &amp; stardust
soul that makes you… https://t.co/mDPglTLcMi","40.7142,-74.0064",1509136722164,2017-10-27 16:38:42-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
99,16672252,Desiree Frieson,dfrieson,924012521505349632,"I'm at OddFellows Ice Cream - The Sandwich Shop - @oddfellowsnyc in New York, NY https://t.co/zuONvbnmH1","40.72657777,-73.99036542",1509136727106,2017-10-27 16:38:47-04:00,40.72658,-73.99037,103,30468.33805,46878486.88810
100,330683915,Philip G. Swan,swan_art,924012564685709312,Nicola L. @sculpturecenter… https://t.co/Z55qzFDm2P,"40.74697041,-73.94100377",1509136737401,2017-10-27 16:38:57-04:00,40.74697,-73.94100,402,72178.85260,139896643.48500
101,22059822,NYC Marketing Jobs,tmj_nyc_adv,924012588618326016,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/xlXKROE6uU #Marketing #Hiring #CareerArc","40.740083,-73.9903489",1509136743107,2017-10-27 16:39:03-04:00,40.74008,-73.99035,105,35291.45846,43790805.32250
102,4858130548,Anthony Buddha white,antbuddhawhite,924012590497284096,Fuck opioid stay hell away if listening to Notorious B.I.G. 10 crack Commandments and plus we… https://t.co/Gy3TNwWiXQ,"40.7142,-74.0064",1509136743555,2017-10-27 16:39:03-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
103,138668717,Graham Hoefer,greydnls,924012603856130048,"#twinsies @ Bedford–Stuyvesant, Brooklyn https://t.co/L5ofZF5qqs","40.68333333,-73.94111111",1509136746740,2017-10-27 16:39:06-04:00,40.68333,-73.94111,303,36213.69623,79461360.00750
104,61139664,PJ Dimalanta,pjdimalanta,924012612626604032,"I'm at @HabanaOutpost in Brooklyn, NY https://t.co/sfHXi7AgHL https://t.co/62uStcalzK","40.68647961,-73.97434294",1509136748831,2017-10-27 16:39:08-04:00,40.68648,-73.97434,302,74183.58127,79329265.79850
105,4212050175,Reggie James 🤙🏾,reggie_startups,924012634197938178,"I'm at Loreley Beer Garden - @loreleytweet in New York, NY w/ @dillchen https://t.co/V6m5qDfWcy","40.72112804,-73.99304867",1509136753974,2017-10-27 16:39:13-04:00,40.72113,-73.99305,103,30468.33805,46878486.88810
106,101612315,Luis O. Candelario,luiscandelario,924012642225807362,"!!!Happy birthday to my papito!!!
My little boy is growing so fast now he’s 3.... I still… https://t.co/nQ2KQpTq1y","40.7142,-74.0064",1509136755888,2017-10-27 16:39:15-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
108,77913714,Athens Garrote,athensgarrote,924012653051293696,I was out cycling 3.54 miles with #Endomondo #endorphins https://t.co/i4raooIc8x,"40.749377,-73.9880907",1509136758469,2017-10-27 16:39:18-04:00,40.74938,-73.98809,105,35291.45846,43790805.32250
109,20831999,NYC Banking Jobs,tmj_nyc_banking,924012669190922240,"We're #hiring! Click to apply: MAG – Structurer - VP - https://t.co/ynlZSRCFTr #CitiCareers #Banking #NewYork, NY #Job #Jobs #CareerArc","40.7127837,-74.0059413",1509136762317,2017-10-27 16:39:22-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
110,362087051,Nightingale-Bamford,nightingalenyc,924012699935281153,Class VIII Art for Social Change students were inspired by the “Beyond Suffrage: A Century of… https://t.co/PkX50oKtVu,"40.79254,-73.952",1509136769647,2017-10-27 16:39:29-04:00,40.79254,-73.95200,111,59502.91147,66145984.61130
111,42640432,Total Traffic NYC,TotalTrafficNYC,924012737415532546,Accident cleared in #Manhattan on The FDR Dr NB at 20th #traffic https://t.co/cLJ9IKsg5n,"40.73279,-73.97413",1509136778583,2017-10-27 16:39:38-04:00,40.73279,-73.97413,106,42672.56264,38728544.81190
112,2968148254,CheckOutStore,checkoutstoretm,924012745745469440,25 SLIM ASSORTED Color CD Jewel Cases $19.00 #FreeShip https://t.co/qrrRTPSyX3 #CD #Jewel #Cases #Generic https://t.co/F0iVqECZkr,"40.6548713,-74.0064354",1509136780569,2017-10-27 16:39:40-04:00,40.65487,-74.00644,307,88629.72586,104170795.21500
114,282293042,Jonathan Suazo,johnny_suazo,924012760995913728,"I'm at @ElmoRestaurant in New York, NY https://t.co/Vc1TxjHjBB","40.74196534,-73.99748236",1509136784205,2017-10-27 16:39:44-04:00,40.74197,-73.99748,104,67935.34164,49291527.00720
115,102536970,TOUCH-UP TV,TouchupTV,924012765446057984,"Just posted a video @ East Flatbush, Brooklyn https://t.co/tpsKgs4t7g","40.6438,-73.93",1509136785266,2017-10-27 16:39:45-04:00,40.64380,-73.93000,317,43326.85057,93810206.36800
116,66600794,John A Cardenas,JCceo,924012780230909952,"NYC, things are forever changing here.
•
••
•••
#cardenisdenim #clothingbrand #manufacturing… https://t.co/vCNh0dsjSo","40.723056,-74.000833",1509136788791,2017-10-27 16:39:48-04:00,40.72306,-74.00083,102,34910.33502,37723314.25230
117,25641356,StephanieNYLA,StephanieEng,924012786023362561,#love #foodporn #gastronomy #yum #yummy #food #instagood #foodie #cookingwithkids #traderjoes… https://t.co/FrS7wRHUTW,"40.7142,-74.0064",1509136790172,2017-10-27 16:39:50-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
118,25641356,StephanieNYLA,StephanieEng,924012788292337664,#love #foodporn #gastronomy #yum #yummy #food #instagood #foodie #cookingwithkids #traderjoes… https://t.co/VoIFeZpDcI,"40.7142,-74.0064",1509136790713,2017-10-27 16:39:50-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
119,16014448,Shannon Benton,sayhi2shannon,924012800611102720,#chihuly #exhibit #nyc #bronx #nybotanicalgarden #boat @ New York Botanical Garden https://t.co/72iM9Pxr0O,"40.862479,-73.878722",1509136793650,2017-10-27 16:39:53-04:00,40.86248,-73.87872,227,28391.59423,31432602.03390
121,785948687457550336,AzarEl_77,AzarEl_77,924012854671560705,Delilah “Whatta you want from me!” #myphoto #catslife #catsagram #catsofinstagram #instapic… https://t.co/dUInfFtQsn,"40.8506,-73.8333",1509136806539,2017-10-27 16:40:06-04:00,40.85060,-73.83330,210,280231.12036,179432096.92300
